Leftcontext	Match	Rightcontext	Measurecase	Kindlemma	Kindgender	Kindcase	Kindfreq	Measurelemma	Measuregender	Measurenumber	Measureclass	Measurefreq	Minus1pos	Genitives	Badness	Url	Originalsort
Zur Zeit des Werkvertragsabschlusses ist der Standort der WM u. Trockner nicht bekannt , so dass eine Hebeanlage im Keller nicht in den Kosten enthalten ist 10. SCHLOSSERRBEITEN Geländer : Balkongeländer , sowie Schutzgeländer etc. werden aus 40	mm verzinkten Stahl	als Ober - u. Untergurt , mit eingeschweißten lotrechten oder unter 45 Grad verlaufenden Stäben , 12 mm Durchmesser , erstellt .	Dat	Stahl	Masc	Acc	4.097048965	mm	Masc	Pl	Length	4.8946184125	Card	2	7	http://www.opal-haus.de/bauleistung.htm	4449
Der Turm ist vorn und an den Seiten durch 40	mm starken Stahl	geschützt und außerdem rund , was es Granaten schwierig macht , ihn zu durchschlagen - auch wenn es keineswegs unmöglich ist .	False	Stahl	Masc	Acc	4.097048965	mm	Masc	Pl	Length	4.8946184125	Card	3	2	http://home.arcor.de/Jalik/pzguide/panzerguideger.html	4526
Freitag , 19. Januar 2001 : Vergängliche Kunstwerke aus Schnee und Eis Künstler aus neun Nationen haben am diesjährige « World Snow Festival » Grindelwald eindrückliche , aber vergängliche Kunstwerke aus 40	Kubikmeter grossen Schnee	- und Eisblöcken geschaffen .	False	Schnee	Masc	Acc	4.4910449637	Kubikmeter	Masc	Pl	Capacity	3.7249309142	Card	3	5	http://www.beo-news.ch/janu2001.htm	4552
Seit gestern ist Arbeiten im Home Office angesagt , da man aufgrund der ganzen Straßensperrungen keine Chance hat , auch nur in die Nähe der Firma zu kommen , wenn man nicht gerade " quasi um die Ecke " wohnt und laufen könnte , was heißt , durch 40	cm hohen Schnee	zu stapfen .	False	Schnee	Masc	Acc	4.4910449637	cm	Masc	Pl	Capacity	5.0287729007	Card	6	5	http://www.finnland-forum.de/viewtopic.php?f=31%26t=3738%26sid=f7bfe67242f46ca9f516f323b5dac504%26start=30	4554
Leider macht es mir im Augenblick gar keinen Spaß draußen auf Jagd zu gehen , da ich in ca. 40	cm hohen Schnee	versinke !	False	Schnee	Masc	Acc	4.4910449637	cm	Masc	Pl	Capacity	5.0287729007	Card	7	4	http://pussinboots.de/page/2/	4563
Wenn wir die noch ne Weile haben wollen , sollten wir dringenst den Schnee runter bekommen , denn am WE kommen schon wieder 40	cm neuer Schnee	, den hält das Dach nicht aus !!!	Nom	Schnee	Masc	Nom	4.4910449637	cm	Masc	Pl	Capacity	5.0287729007	Card	7	4	http://blockzone.phpbb6.de/blockzone-post-520.html	4566
Am 27.03 2008 17:40 Uhr Alain und Alain ( Iron und JupAl ) kommen durchs Venn zu mir , durch 40	cm hohen Schnee	, querfeldein , wahre Ultraläufer .	False	Schnee	Masc	Acc	4.4910449637	cm	Masc	Pl	Capacity	5.0287729007	Card	6	2	http://www.vennlauf.de/UltraMegaToff.htm	4589
Künstler aus zehn Nationen - darunter erstmals ein russisches Team - bearbeiten am diesjährigen « World Snow Festival » in Grindelwald seit Anfang dieser Woche 40	Kubikmeter grosse Schnee	- und Eisblöcke .	False	Schnee	Masc	?	4.4910449637	Kubikmeter	Masc	Pl	Capacity	3.7249309142	Card	3	3	http://www.beo-news.ch/janu02.htm	4605
Im Centre Nature Botrange gibt es bis zu 40	Zentimeter hohen Schnee	.	False	Schnee	Masc	Acc	4.4910449637	Zentimeter	Masc	Pl	Length	4.1950911679	Card	2	3	http://www.dagenbach.de/ProHN/news10.htm	4610
Aber eins hätt ich zu gern noch im film gesehen , wie ihr durch 40	cm weichen Schnee	gegangen seid :-))) akimo und leni haben da ja die zwei Tage ordentliches geleistet , leni hat wohl alles vorgespurt :-))) aber waaaahnsinnig kalt sieht das aus bei euch !	Acc	Schnee	Masc	Acc	4.4910449637	cm	Masc	Pl	Capacity	5.0287729007	Card	6	6	http://www.nordische-tourenhunde.de/t424f9-Schneeschuhtestlauf.html	4630
Vom russischen Künstler Naum Pevsner ( KÜnstlername : Gabo ) ist die 40	Tonnen schwere Plastik	" Die Konstruktion " ( 1957 ) - von den Rotterdamern distanziert einfach nur " Das Ding " genannt .	False	Plastik	Neut	?	3.9275551299	Tonne	Fem	Pl	Weight	4.4352549304	Card	1	4	http://www.holland-news.de/themen/staedte/rotterdam3.htm	5352
Nur knapp 20 Jahre nach seiner Einweihung sollte die 40	Tonnen schwere Plastik	im Jahr 1990 bereits wieder abgerissen werden .	False	Plastik	Neut	?	3.9275551299	Tonne	Fem	Pl	Weight	4.4352549304	Card	1	6	http://www.cwe-chemnitz.de/no_cache/tourismus/in-chemnitz-zu-gast/sehenswerte-stadt-der-moderne/top-5-chemnitz-highlights/?print=1	5367
Bei Sonnenschein und blauem Himmel sorgten 40	Tonnen weißer Sand	, ein azurblauer Teppich , Olivenbäume , Strandbars und Liegestühle vor dem Theater für mediterranes Sommer-Flair .	Nom	Sand	Masc	Nom	4.4435696241	Tonne	Fem	Pl	Weight	4.4352549304	Card	5	4	http://www.musicals-4-you.de/Musical-News.342+M59075c580fb.0.html	5651
Das Spielfeld ist 12 Meter breit und 15 Meter lang , der Grundboden muss aus mindestens 40	Zentimeter tiefem Sand	bestehen .	False	Sand	Masc	Dat	4.4435696241	Zentimeter	Masc	Pl	Length	4.1950911679	Card	6	6	http://www.cuxx.de/06-02-14-beachhandball-em.html	5661
Beide Vertretungen von der Ostseeküste kamen im 40	Zentimeter tiefen Sand	auf den drei Spielfeldern des Oranienburger Erlebniszentrums nicht auf die Medaillenränge .	False	Sand	Masc	Acc	4.4435696241	Zentimeter	Masc	Pl	Length	4.1950911679	Card	5	9	http://www.rostock-sport.de/beach-event/b-handball/b-handball-01-08.html	5724
Spareribs - Marinade 100 g Whiskey 40	g mittelscharfer Senf	50 g Sojasauce 12 g rote Tabascosauce 175 g Chicken Chili Sauce 50 g Hoisinsauce 125 g flüssiger Honig 10 g Kristallzuck MEHR LESEN ...	Nom	Senf	Masc	Nom	3.8477206888	g	Neut	Pl	Weight	4.7338534288	Card	3	4	http://www.collection-rolf-heyne.de/verlagsprogramm/essen_trinken/titel494.html	6458
Die Mischungen die ich weitergebe , sind natürlich niedrig dosiert und viele meiner Leute , denen ich weiterhelfen konnte , haben mir bisher bestätigt , dass man solche Dosierungen 1 - 2 ml auf 100 ml ( 20 - 40	Tropfen ätherisches Öl	auf 100 ml ) nicht braucht und dass sie viele ihrer Probleme auch mit weniger in den Griff bekommen haben .	Nom	Öl	Neut	Nomacc	4.6270400135	Tropfen	Masc	Pl	Portion	4.106856962	Card	7	3	http://aetherische-oele.plaudern.de/ganz-viele-fragen---arme-gabriela-----1433_all.htm	6548
( als Suppeneinlage ) 2 steif geschlagene Eiweiß verrührt man mit 2 Eidottern , 40	g gesiebtem Mehl	, das mit einer Messerspitze Backpulver vermischt wurde , einer Prise Salz , einem Strich Muskat , ganz wenig geriebener Zitronenschale und 50 g geschählter Milz .	Dat	Mehl	Neut	Dat	3.9715170565	g	Neut	Pl	Weight	4.7338534288	Card	7	7	http://www.richards-garten.de/salate/kochbuch/m/kochbuchm.htm	6686
Als der Wurstvorrat im Kühlschrank zur Neige ging verfiel Aaron in seine ultimative Panik-Starre und ich hatte 42	kg schwarzes Fell	aufm Arm .	Acc	Fell	Neut	Nomacc	4.1462645068	kg	Neut	Pl	Weight	4.7316548309	Card	7	6	http://www.behinderte-hunde-forum.de/archive/index.php/t-1772.html	4297
Damit wären die 42	cm abstehender Draht	genau genommen sogar noch etwas zu kurz .	Nom	Draht	Masc	Nom	3.9596613703	cm	Masc	Pl	Capacity	5.0287729007	Card	6	2	http://www.rc-network.de/forum/archive/index.php/t-50910.html	4974
Riedener Wald , tanken , die Geschwindigkeit fordert Ihren Tribut in Form von weiteren 43	Litern allerfeinstem Diesel	!	Dat	Diesel	Neut	Dat	4.0855545719	Liter	Masc	Pl	Capacity	4.5919990046	Card	4	2	http://suedland-arminen.de/blog/2008/09/01/kleine-fuse-keine-punkte/	6267
Durchschnittlich 44	Liter sauberes Trinkwasser	täglich gelangen pro Person in Deutschland über die Toilettenspülung in den Abfluss .	Nom	Trinkwasser	Neut	Nomacc	3.9227047027	Liter	Masc	Pl	Capacity	4.5919990046	Card	6	4	http://www.hardys24.de/Spuelkasten/Geberit-UP-Spuelkasten%3A%3A%3A134_135.html	4117
Wir fanden jetzt heraus : Der 3.500 - kg Elefant musste 88,533 Liter Wasser am Tag trinken , wenn er 44,266	kg trockenes Futter	fraß .	Acc	Futter	Neut	Nomacc	4.4272328591	kg	Neut	Pl	Weight	4.7316548309	Card	3	2	http://www.hanskrause.de/HKHPD/hkhpd0805.htm	5589
Die Lufttemperatur ist dann -18 C. Der Dickhäuter frisst 44,266	kg trockenes Futter	am Tag .	Acc	Futter	Neut	Nomacc	4.4272328591	kg	Neut	Pl	Weight	4.7316548309	Card	3	2	http://www.hanskrause.de/HKHPD/hkhpd0805.htm	5634
Im Wasser packte er den 1,90 m langen und ca. 45	kg schweren Fisch	dann geistesgegenwärtig mit einem Klammergriff um den Kopf und dirigierte ihn ins flache Wasser , wo er ihn mit dem Wallergriff sicher halten konnte .	False	Fisch	Masc	Acc	4.6857936717	kg	Neut	Pl	Weight	4.7316548309	Card	6	10	http://www.anglerpraxis.de/ausgaben-archiv/februar2010/pressemeldung-grosser-winterwels/drucken.html	817
In einer randomisierten klinischen Studie in Diabetic Medicine ( 2010 ; doi : 10.1111 j. 1464 - 5491.2010.03108. x) besserte der Verzehr von 45	Gramm dunkler Schokolade	bei Typ -2 - Diabetikern die ...	Dat	Schokolade	Fem	Obl	4.0753644464	Gramm	Neut	Pl	Weight	4.1892825213	Card	5	6	http://www.medinfo.de/news-r-150-block-1-thema-Fett%5Fstoffwechselstoerungen.htm	1037
Die Fassade besteht aus 45	cm hohen Beton	- fertigteilen unterschiedlicher Länge .	False	Beton	Masc	Acc	3.8614268693	cm	Masc	Pl	Capacity	5.0287729007	Card	3	10	http://www.fh-bochum.de/fb1/af-iba/741af.htm	4352
100 g Senf 50 g Salz 20 g Zucker 45	g schwarzer Pfeffer	, gemahlen 30 g Paprikapulver je 20 g Majoran und Thymian ( oder 40 g Herbes de Provence , gemahlen ) 20 g Selleriepulver ( aus dem Reformhaus ) 2 Tropfen Tabasco ( geht auch gemahlener Chilli ) 75 ml Olivenöl Beim Einpinseln auf das Fleisch die Paste mit ein wenig Öl vermischen .	Nom	Pfeffer	Masc	Nom	3.9929156471	g	Neut	Pl	Weight	4.7338534288	Card	6	4	http://www.club-der-hobbykoeche.de/rezepte/fleisch/rind/	4863
Beides voll befüllt mit 105 g Salz und 45	g schwarzen Pfeffer	.	Dat	Pfeffer	Masc	Acc	3.9929156471	g	Neut	Pl	Weight	4.7338534288	Card	7	7	http://www.takutrends.de/Kueche-Haushalt/Salz-Pfeffer%3A%3A%3A32_239.html	4923
Beim Verbrauch werden in Deutschland jährlich pro Kopf rund 60 kg frisches Obst und zusätzlich rund 45	Kilogramm verarbeitetes Obst	, insbesondere als Saft und in Konserven .	Nom	Obst	Neut	Nomacc	4.2612866651	Kilogramm	Neut	Pl	Weight	3.9253327226	Card	7	6	http://www.bauernverband.de/marktueberblick	6407
" 50 Scheiben amerikanischer Käse , 49	Scheiben amerikanischer Käse	...	Nom	Käse	Masc	Nom	4.1164549836	Scheibe	Fem	Pl	Portion	4.5525489817	Card	5	3	http://forum.werder.de/archive/index.php?t-808.html	4659
Von den bis dahin ausgetretenen 50	Tonnen radioaktiven Staubes	sind 140.000 Quadratmeilen vor allem mit radioaktiven Jod - und Cäsiumnukliden kontaminiert worden ; davon betroffen 4,9 Millionen Menschen und darunter etwa 500.000 Kinder .	Dat	Staub	Masc	Gen	4.1267416542	Tonne	Fem	Pl	Weight	4.4352549304	Card	1	6	http://www.naturheilpraxis.de/nh/archiv/2006/nhp05/a_nh-rub02.html	48
Quarkauflauf mit Pfirsichen 500 g Magerquark 100 g Zucker 50 g Grieß 50	g weiche Butter	4 Eier 4 EL Zitronensaft 1 Zitronat Belag : 500 g Dosenpfirsiche Zutaten mischen und glatt rühren .	Nom	Butter	Fem	Str	4.130944568	g	Neut	Pl	Weight	4.7338534288	Card	6	10	http://forum.kochen-und-geniessen.de/koch-club-f1/x--t7784-s45.html	80
Dazu zerbröselt oder zerkloppt man 150 g Löffelbiskuits , verknetet sie mit einer Mischung aus 50	g geschmolzener Butter	und 50 g geschmolzener Zartbitterschokolade und drückt das in eine Springform .	Dat	Butter	Fem	Obl	4.130944568	g	Neut	Pl	Weight	4.7338534288	Card	7	4	http://www.brenker09.de/3.html	97
50	g kalte Butter	und etwa 30 g Mehl .	Nom	Butter	Fem	Str	4.130944568	g	Neut	Pl	Weight	4.7338534288	Card	4	7	http://www.kochbaeren.de/Rezept/14_22-Schneckennudeln.html	104
Mit geraspelter Bitterschokolade bestreuen Prophetenkuchen 10 Eigelb , 8 EL Sonnenblumenöl , 8 EL Weinbrand , 100 g Mehl , 1 EL Speisestärke Außerdem 50	g zerlassene Butter	, 3 EL Zitronensaft , 100 g Puderzucker Das Eigelb in einer Schüssel schaumig schlagen , Öl und Weinbrand unterrühren .	Nom	Butter	Fem	Str	4.130944568	g	Neut	Pl	Weight	4.7338534288	Card	7	9	http://forum.kochen-und-geniessen.de/back-club-f2/die-besten-blechkuchen-t6285-s15.html	115
Nachdem ich schon unter : " Was kochen wir heute " die Brötchen angepriesen habe , hier nun das Rezept für ca. 9 Stück braucht ihr : 350 g Mehl 3 TL Backpulver 3  4 TL Salz 1 Ei 150 ml Buttermilch 50	g kalte Butter	2 EL Milch zum Bestreiben 1:30 min auf Brotteigstufe vermengen lassen !	Nom	Butter	Fem	Str	4.130944568	g	Neut	Pl	Weight	4.7338534288	Card	7	6	http://www.wunderkessel.de/forum/backen-broetchen/3883-buttermilch-broetchen-super-schnell-super-lecker.html	120
Zutaten 2 Eier 300 ml Zucker 4 EL Kakaopulver 1 TL Vanillezucker 100 ml  etwa 50	g zerlassene Butter	150 ml Mehl Zutaten der Reihe nach miteinander verrühren , in eine Springform geben und festdrücken .	Nom	Butter	Fem	Str	4.130944568	g	Neut	Pl	Weight	4.7338534288	Card	4	8	http://www.swedenfans-schwedenforum.de/archive/t25.html	153
Ei , 50	g weiche Butter	und Salz zufügen und zu einem Teig verarbeiten .	Acc	Butter	Fem	Str	4.130944568	g	Neut	Pl	Weight	4.7338534288	Card	6	6	http://www.kochbaeren.de/09-1-Beilagen/09-043.php	157
Ich empfehle dir Cranberrysaft ( kanadische Preiselbeere ) 3 x 50	ml puren Saft	.	Nom	Saft	Masc	Acc	3.9998870688	ml	Masc	Pl	Capacity	4.2330722957	Card	7	3	http://www.cysticus.de/naturheilkunde-forum/kolitis-nach-antibiotika-und-schon-wieder-eine-blasenentzuend-t1088.html	475
PÖL tanken ist bestimmt langwieriger 50	Liter zähflüssigen Saft	umzupumpen oder reinlaufen zu lassen , ist zeitlich aufwendiger , als sich 50 L Autogas oder Benzin reindrücken zu lassen .	Nom	Saft	Masc	Acc	3.9998870688	Liter	Masc	Pl	Capacity	4.5919990046	Card	7	3	http://www.ccfreunde.de/forum/archive/index.php/t-7560.html	498
Sowohl die Gabe von 50	mg zweiwertigen Eisens	oral pro Tag bei allen Schwangeren , als auch die engere Indikationstellung der Eisengabe bei einer Hämoglobinkonzentration unter 11 g  dl und  oder einer Ferritinkonzentration von unter 50 ng  ml sind nebenwirkungsfrei und geeignet , ein Eisendefizit zu verhindern .	Dat	Eisen	Neut	Gen	4.128412194	mg	Neut	Pl	Weight	4.2765950593	Card	1	8	http://www.onkodin.de/e8/e7248/e7371/e7381/index_print_ger.html	569
Das Bundessortenamt ( BSA ) in Hannover hat zwar für dieses Jahr 50	Tonnen genmanipulierten Mais	zugelassen .	Acc	Mais	Masc	Acc	3.8289433197	Tonne	Fem	Pl	Weight	4.4352549304	Card	3	6	http://www.ngo-online.de//2002/08/5/gen-mais-uberraschend-abgemaht/	653
Es dauert nicht lange und wir haben einen etwa 50	cm großen Fisch	an Deck liegen .	False	Fisch	Masc	Acc	4.6857936717	cm	Masc	Pl	Capacity	5.0287729007	Card	7	3	http://www.sy-hello-world.de/pages/logbuch/helloworld/2008/2008_weltumseglung21.htm	837
Der gut 50	cm lange Fisch	, er sieht übrigens wie die Miniausgabe eines Walfisches aus , fördert durch sein wildes Gezappel an der Wasseroberfläche das Wachstum von Plankton , welches er verspeist .	False	Fisch	Masc	?	4.6857936717	cm	Masc	Pl	Capacity	5.0287729007	Card	6	5	http://www.hokuspokus-regenbogen.de/Arcoris/Wassertiere.html	867
Wissenschaftler begründen die positiven Effekte einerseits mit den antioxidativen Eigenschaften von Kakao ( 50	g dunkle Schokolade	enthalten so viele Antioxidantien wie 15 Gläser Orangensaft oder sechs reife Äpfel ) .	Nom	Schokolade	Fem	Str	4.0753644464	g	Neut	Pl	Weight	4.7338534288	Card	2	7	http://www.petn.de/Aktuelles/News/76/Kakao-schuetzt-die-Gefaesse--.html	1007
--- Zutaten Dekoration 500 g Erdbeeren püriert 5 Blatt Gelatine 50	g weiße Schokolade	( geraspelt ) 250 g Sahne Sahnesteif --- Zubereitung Wenn die Krem etwas geliert ist , verrühren Sie die pürierten Erdbeeren mit der aufgelösten Gelatine , geben Sie die Mischung auf die Torte und stellen Sie diese nochmals kalt .	Nom	Schokolade	Fem	Str	4.0753644464	g	Neut	Pl	Weight	4.7338534288	Card	6	7	http://forum.kochen-und-geniessen.de/back-club-f2/sonntagskuchen-i-t11748-s360.html	1017
schöne Himbeeren , 50	g weiße Schokolade	--- Zubereitung : Zubereitung : Blätterteig auftauen lassen .	Nom	Schokolade	Fem	Str	4.0753644464	g	Neut	Pl	Weight	4.7338534288	Card	7	9	http://forum.kochen-und-geniessen.de/back-club-f2/schnitten-wie-man-sie-gerne-mag-t10492.html	1021
TL Dr. Oetker Original Backin Für den Belag : 5 Blatt weiße Gelatine 250 g Sahnequark 50 g Zucker 250 ml ( 1  4 l) Wald-Heidelbeer-Saft aus dem Glas , evtl. mit Wasser aufgefüllt 200 ml Schlagsahne Zum Verzieren : 50	g weiße Schokolade	1 TL Speiseöl 1. Zum Vorbereiten Heidelbeeren in einem Sieb gut abtropfen lassen , den Saft dabei auffangen und beiseite stellen .	Nom	Schokolade	Fem	Str	4.0753644464	g	Neut	Pl	Weight	4.7338534288	Card	6	7	http://forum.kochen-und-geniessen.de/back-club-f2/schokokuchen-aller-art-t5068-s45.html	1022
Wer mag , kann noch 50	g gehackte Schokolade	in den Teig kneten oder das ganze mit Vollmilch - oder Zartbitterkuvertüre bestreichen , wenn sie fertig gebacken sind .	Acc	Schokolade	Fem	Str	4.0753644464	g	Neut	Pl	Weight	4.7338534288	Card	7	7	http://www.chiara-naurelen.de/rezeptemittelerde.htm	1024
Insgesamt : E : 82 g , F : 262 g , Kh : 360 g kJ : 17337 , kcal : 4139 Zum Vorbereiten : 1 Glas Wald-Heidelbeeren ( Abtropfgewicht 125 g) 25 g abgezogene , gemahlene Mandeln Für den Rührteig : 50	g weiße Schokolade	125 g Butter oder Margarine 75 g Zucker 1 Pck .	Nom	Schokolade	Fem	Str	4.0753644464	g	Neut	Pl	Weight	4.7338534288	Card	6	7	http://forum.kochen-und-geniessen.de/back-club-f2/schokokuchen-aller-art-t5068-s45.html	1044
Kaiser-Gugelhupf Zutaten : 200 g Butter 200 g Zucker 200 g Mehl 50 g gemahlene Nüsse 50 g gehackte Wallnüsse 50	g gehackte Schokolade	4 Eier ½ Päckchen Backpulver 1 Päckchen Vanillezucker 1 Päckchen Orangenschalenaroma Etwas Puterzucker Zubereitung : Butter , Zucker , Vanillezucker , Eier , Orangenschalenaroma gut verrühren .	Nom	Schokolade	Fem	Str	4.0753644464	g	Neut	Pl	Weight	4.7338534288	Card	7	6	http://forum.kochen-und-geniessen.de/back-club-f2/gugelhupf-t2272.html	1057
TL Backpulver 100 g geriebene Blockschokolade 100 g abgezogen Mandeln ( od.Has elnüße ) Belag : 1 Glas Sauerkirschen ( Abtropfgewicht 370 g) Verzierung : gesiebter Puderzucker 200 ml Schlagsahne 1 P Sahnesteif etwas Zucker 50	g geraspelte Schokolade	Margarine geschmeidig rühren .	Nom	Schokolade	Fem	Str	4.0753644464	g	Neut	Pl	Weight	4.7338534288	Card	7	9	http://forum.kochen-und-geniessen.de/back-club-f2/spuckkuchen-t420.html	1060
Babà al Salmone Lachs-Babà Teig : In einer Schüssel 100 g Mehl mit der in 50	g lauwarmer Milch	eingeweichten Hefe zu einem Teig kneten , diesen dann abgedeckt etwa 50 Minuten an e [ ...	Dat	Milch	Fem	Obl	4.3806091626	g	Neut	Pl	Weight	4.7338534288	Card	7	8	http://www.rezepte-guru.de/readall.php/let_b.html	1211
Vorm Schlafengehen mache ich mir immer folgende Quarkspeise : 250 g Magerquark , 50	ml fettarme Milch	und ein kleiner Schuss Fruchtsaft ( wirklich nur ein kleiner , wegen des Blutzuckerspiegels ) , gut verrühren , lecker !	Nom	Milch	Fem	Str	4.3806091626	ml	Masc	Pl	Capacity	4.2330722957	Card	6	4	http://www.das-fanmagazin.de/forum/sonstiges/sport/5213-eure_erfahrungen_mit_muckibuden/index31.html	1233
Im Ergebnis zeigte sich : Schon der tägliche Verzehr von 50	Gramm verarbeitetem Fleisch	reicht aus , um das Diabetesrisiko um 19 und das Risiko für eine Herzerkrankung um 42 Prozent ansteigen zu lassen .	Dat	Fleisch	Neut	Dat	4.603079386	Gramm	Neut	Pl	Weight	4.1892825213	Card	5	2	http://m.spiegel.de/gesundheit/ernaehrung/a-871217.html	1408
Die Werte passen für CNI und Struvitkristalle Sie bekommt nun 200 g weissen Reis 200 g Muskelfleisch 100 g gekochte Mörchen 50	g pürierten Salat	sowie diverse Zusätze , wie oben genannt .	Acc	Salat	Masc	Acc	4.1017608172	g	Neut	Pl	Weight	4.7338534288	Card	7	5	http://retriever-pfotenfreunde.de/archive/index.php/t-3732-p-2.html	1583
« Wir können zwar ohne Gefahr durch rund 50	Zentimeter dickes Eis	fahren , aber Eisberge sind etwas anderes .	Acc	Eis	Neut	Nomacc	4.4046969094	Zentimeter	Masc	Pl	Length	4.1950911679	Card	3	4	http://www.migrosmagazin.ch/reisen/reportagen/artikel/abenteuer-antarktis	1838
Schweinebraten Zutaten : 500 g Schweinefleisch 50	g weißes Fett	1 Zwiebel 1 gelbe Rübe 1 Eßl .	Nom	Fett	Neut	Nomacc	4.2780810669	g	Neut	Pl	Weight	4.7338534288	Card	6	8	http://www.kutil.de/html/body_hauptspeisen.html	1960
Grob geschätzt bringt diese Bestellung insgesamt bei allen 50	kg zusätzliches Fett	auf die Rippen .	Acc	Fett	Neut	Nomacc	4.2780810669	kg	Neut	Pl	Weight	4.7316548309	Card	6	6	http://www.toxcenter.de/artikel/Fast-Food-macht-fett-und-faul.php	1998
Am 8. October 1730 wurde Jener der jungen Truppe überwiesen und , als der zunächst errichteten am 1. März 1731 eine zweite Compagnie beigesellt wurde , ernannte der König ihn zum Rittmeister und zum Chef derselben mit 50	Talern monatlichen Gehalts	und mit 9 Talern für drei Rationen .	Dat	Gehalt	Neut	Gen	4.3124185642	Taler	Masc	Pl	Currency	3.4419463726	Card	2	6	http://www.lexikus.de/bibliothek/Zieten-Hans-Joachim-von-(1699-1786)-Biographie	2154
